"13d90ed0-e2c6-0132-ff9f-58d385a7b928",41923,"Alexander Hamilton papers","","Hamilton, Alexander, 1757-1804 | Hamilton, Elizabeth Schuyler, 1757-1854 | Huntington, Jedediah, 1743-1818 | Jay, John, 1745-1829 | Washington, George, 1732-1799 | United States. Dept. of the Treasury. Office of the Secretary",1775,1775,1804,"English","Alexander Hamilton (1754-1804) was a Founding Father, soldier, lawyer and statesman. He served as the first United States Secretary of the Treasury from 1789 to 1795. The Alexander Hamilton papers, dated 1775-1804, primarily consist of letters and documents either written or signed by Alexander Hamilton, and pertain to his career as a soldier, lawyer, statesman and United States Secretary of the Treasury. Autograph letters, drafts and copies of letters sent by Hamilton concern his Revolutionary War service, chiefly as an aide-de-camp to General George Washington; his legal practice in New York; and financial and political matters. Notable items include Hamilton’s letters to President Washington, dated 1796, concerning the writing of Washington’s Farewell Address to the nation, with a draft of the Address written by Hamilton for Washington’s consideration. Documents include his 1782 appointment as Receiver of Continental Taxes in New York, legal documents relating to his law practice and personal estate, and legal notes and other items in his hand. Treasury Department letters are chiefly manuscript or printed circular letters which are not in Hamilton’s handwriting but bear his autograph signature.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Customs administration | Finance, Public | History | Politics and government","Hamilton, Alexander, 1757-1804 | United States. Dept. of the Treasury. Office of the Secretary","United States","Revolution, 1775-1783 | 1789-1815","Washington, George, 1732-1799. Farewell address","text","Correspondence | legal documents","b12361313","","MssCol 1297","","","","","","",".25 linear feet 1 box","","","",40,"http://digitalcollections.nypl.org/collections/13d90ed0-e2c6-0132-ff9f-58d385a7b928"
"30920be0-e6dc-0132-ee49-58d385a7b928",41932,"Joseph Hawley papers","","Hawley, Joseph, 1723-1788 | Bollan, William, d. 1776 | Clarke, Joseph O., 1749-1850 | Cushing, Thomas, 1725-1788 | Hawley, Elisha, 1726-1755 | Schuyler, Philip John, 1733-1804 | Strong, Caleb, 1745-1819 | Trowbridge, Edmund, 1709-1793 | Hawley family | Stoddard family | Williams family | Massachusetts. Constitutional Convention (1779-1780)",1653,1653,1804,"English","Joseph Hawley (1723-1788) of Northampton, Massachusetts, a lawyer, legislator and militia officer, was one of the foremost political leaders of the American revolutionary movement in Massachusetts. The Joseph Hawley papers, dating 1653 to 1804, comprise letters to and from Joseph Hawley and letters and documents relating to him or to his family dealing with public and private affairs, especially the colonial wars and the American Revolution, including papers of the Northampton Committee of Correspondence, 1653-1804 and undated; Joseph Hawley’s writings on religious, legal and political topics, circa 1740s-1783; and sermon notes 1724-1750 and undated, the earlier notes probably taken by Joseph Hawley's father, and by Joseph Hawley, including his own bible commentaries. Also present are Hawley's brief legal notes on a dispute between a Mr. French and Joseph Allen of Deerfield, [1750], and two undated texts in Latin, possibly from Hawley's student days.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation.","Congregational churches | Clergy | Crown Point Expedition, N.Y., 1755 | Sermons, American | History | Politics and government | Religion | Personal narratives | Committees of correspondence | Prisoners and prisons","Hawley family | Stoddard family | Williams family | Massachusetts. Constitutional Convention (1779-1780)","Berkshire County (Mass.) | Connecticut River Valley | Hampshire County (Mass.) | Massachusetts | Northampton (Mass.) | United States","18th century | Colonial period, ca. 1600-1775 | 1775-1783 | To 1775 | French and Indian War, 1754-1763 | King George's War, 1744-1748 | Revolution, 1775-1783","Great Britain. Stamp Act (1765)","text","Manuscripts | cadastral maps | diaries | military commissions | military records | Documents | Correspondence","b19428401","","MssCol 1360","","","","","","",".6 linear feet (2 boxes, 1 oversized folder)","","","",40,"http://digitalcollections.nypl.org/collections/30920be0-e6dc-0132-ee49-58d385a7b928"
"ab5b5760-ecf4-0132-cd8c-58d385a7b928",41944,"Emigrant Savings Bank records","","Emigrant Industrial Savings Bank | Irish Emigrant Society | Emigrant Savings Bank",1841,1841,1945,"English","The Emigrant Savings Bank was established in New York City in 1850 by the Irish Emigrant Society which was founded in 1841 for the protection of immigrants from Ireland. The bank offered a safe place to keep the immigrants' money and a way to send money home to destitute relatives. The society's officers also served as officers of the bank, and the society sent remittances overseas through the agency of the bank. The official business of the society, still extant although inactive, is conducted by the bank. Collection consists of selected records of the Emigrant Savings Bank, particularly records pertaining to the Irish Emigrant Society and data about the bank's depositors and borrowers. Irish Emigrant Society records, 1841-1933, include minutes of the board of trustees and finance committee, and an account ledger. Bank records contain information about deposit accounts, real estate, buildings, and investments. Society and bank records document the social history of Irish immigrants on either side of the Atlantic, with occasional references to German and French immigrants. Deposit accounts often contain detailed personal and genealogical information about individual depositors.","","Banks and banking | Immigrants | Irish | Irish-Americans | Societies, etc | Real estate investment | Emigration and immigration | Social conditions","Irish Emigrant Society | Emigrant Industrial Savings Bank | Emigrant Savings Bank","New York (State) | New York (N.Y.) | United States | Ireland","","","text","minutes | Documents | records","b12351335","","*R-USLHG *ZI-815 [Microfilm]","","","","","","","16.2 linear feet (2 boxes, 58 v.); 59 microfilm reels","","","",16,"http://digitalcollections.nypl.org/collections/ab5b5760-ecf4-0132-cd8c-58d385a7b928"
"95d450f0-f5a5-0132-3fee-58d385a7b928",41957,"Little brother & little sister and other tales","","Grimm, Jacob, 1785-1863 | Grimm, Wilhelm, 1786-1859 | Rackham, Arthur, 1867-1939","1917",1917,"","English","","Citation/References Note: Latimore & Haskell. Arthur Rackham, p. 46-47","Fairy tales","","","","","text | still image","","b17963746","","J 398 G","","","","","","6652112 ","xi, 250 p. : ill. (some col.) ; 29 cm.","","Constable","London",1,"http://digitalcollections.nypl.org/collections/95d450f0-f5a5-0132-3fee-58d385a7b928"
"7918d1c0-f5ad-0132-694e-58d385a7b928",41958,"Noah Webster papers","","Webster, Noah, 1758-1843 | Jay, John, 1745-1829 | King, Rufus, 1755-1827 | Pickering, Timothy, 1745-1829 | Rush, Benjamin, 1746-1813 | Webster, Rebecca Greenleaf, 1760-1842 | Webster, Noah, 1758-1843. American dictionary of the English language | Greenleaf family | Webster family",1764,1764,1843,"English","The Noah Webster papers consist of correspondence, writings by Webster on various topics, diaries, and miscellaneous papers. Correspondence, 1776-1843, and diaries, 1784-1820, relate to his career as lawyer, educator, editor of newspapers, Federalist agitator, lexicographer, and etymologist. Included are his writings on banking, the history of political parties, federalism, and suffrage. Also, papers concerning his American Dictionary of the English Language, Amherst College, epidemics, etymology, legislation in Connecticut, amendments to the U.S. Constitution, and other matters.","Funding Information Note: Digitization was made possible by a lead gift from The Polonsky Foundation","Banks and banking | Constitutional amendments | English language | Etymology | Lexicography | Epidemics | Federal government | Political parties | History | Suffrage | Politics and government","Webster, Noah, 1758-1843 | Webster, Noah, 1758-1843. American dictionary of the English language | Greenleaf family | Webster family","United States | Connecticut","1775-1865 | 1783-1809","","text","correspondence | diaries | commonplace books | notes | writings | Documents | Manuscripts | Clippings | Autographs","b11996388","","MssCol 3258","","","","","","","6.2 linear feet 8 boxes, 15 volumes, 1 oversized folder","","","",67,"http://digitalcollections.nypl.org/collections/7918d1c0-f5ad-0132-694e-58d385a7b928"
"a1272380-fb3d-0132-4a97-58d385a7b928",42030,"Tres índices expurgatorios de la Inquisición Española en le siglo XVI","Tres índices expurgatorios de la Inquisición Española en le siglo XVI","Valdés, Fernando de, 1483-1568 | Real Academia Española","1952",1559,"","Spanish","","Note: ""Tirada de 300 ejemplares numerados. Ejemplar núm. 124.""","","","","","","text","","b12800270","","D-10 9062","","","","","","7991724","[6] p., facsims. ; [32], [24], 56 p. 23 cm.","Facsimiles","","Madrid",2,"http://digitalcollections.nypl.org/collections/a1272380-fb3d-0132-4a97-58d385a7b928"
"4f563490-fd8d-0132-125a-58d385a7b928",42090,"Madam Modjeska scrapbooks","","Lagowitz, Harriet L., fl. 1877-1890 | Modjeska, Helena, 1840-1909",1877,1877,1898,"English","Scrapbooks compiled by Harriet L. Lagowitz document the career of Polish-born actress Helena Modjeska (1840-1909). Modjeka was particularly praised for her performances in Shakespearean dramatic roles. These scrapbooks trace Modjeska's stage career across the United States through published announcements, reviews, programs, calendars, and images. Volume 1 covers 1877-1898; Volume 2 covers 1878-1897.","Source of Acquisition Note: Gift: Miss P. V. Fullerton.","","Modjeska, Helena, 1840-1909","","","","text | text | still image","scrapbooks","b20647557","","MWEZ + n.c. 474 and 478","","","","","","913888645",".75 linear feet (2 volumes)","Clippings","","",2,"http://digitalcollections.nypl.org/collections/4f563490-fd8d-0132-125a-58d385a7b928"
"0ea6df40-0189-0133-911d-58d385a7b928",42170,"Beauty and the beast","Walter Crane's picture books","Crane, Walter, 1845-1915",1890,1890,1899,"","","","Fairy tales | Picture books","","","","","still image","Picture books","b17848719","","J FIC C","","","","","","4760001 ","6 p., 6 leaves of plates : [5] col. ill. ; 28 cm.","Illustrations","J. Lane","London | New York",1,"http://digitalcollections.nypl.org/collections/0ea6df40-0189-0133-911d-58d385a7b928"
"0f029390-0196-0133-8541-58d385a7bbd0",42190,"Hansel and Gretel and other stories","","Grimm, Jacob, 1785-1863 | Nielsen, Kay Rasmus, 1886-1957",1920,1920,1929,"English","","","Fairy tales","","","","","text | still image","","b17519814","","J 398 G","","","","","","1707299 ","310 p. illus.","Book illustrations","Doran","",1,"http://digitalcollections.nypl.org/collections/0f029390-0196-0133-8541-58d385a7bbd0"
"8e3dbf60-087a-0133-a43e-58d385a7bbd0",42350,"Middlemarch: a study of provincial life","","Eliot, George, 1819-1880",1871,1871,1872,"English","","Note: All parts, except pt. 8, contain slip announcing publication of subsequent part.","Great Britain | Social life and customs","","","19th century","","text","Fiction | Books","b13184710","","Pforz BPSE (Eliot, G. Middlemarch)","","","","","","37230030","8 parts ; 18 cm","","William Blackwood and Sons","Edinburgh | London",8,"http://digitalcollections.nypl.org/collections/8e3dbf60-087a-0133-a43e-58d385a7bbd0"
"14f29f00-0882-0133-bf7f-58d385a7b928",42370,"A handbook for Greek and Roman lace making","","Herschel, Julia, 1842-1933 | R. Barrett and Sons","1869",1869,"","","Contains 22 full-page or smaller mounted cyanotype negatives. There are also several line cuts in the text.","Source of Acquisition Note: Purchase; Hans P. Kraus; 962 Park Avenue,New York, New York 10028; 3/17/2006","Lace and lace making | Blueprinting","","Greece | Italy","","","still image","patterns | Specimens | Handbooks, manuals, etc.","b16334431","","Spencer Coll. Eng. 1869 10-233","","","","","","79996923 ","20 p., [15] leaves of plates : ill., photos. ; 18 cm.","Photograms | Cyanotypes","R. Barrett & Sons","London",2,"http://digitalcollections.nypl.org/collections/14f29f00-0882-0133-bf7f-58d385a7b928"
